datetime,symbol,open,high,low,close,volume,floating_profit
2020-10-14 16:40:00,EURUSD,1.17505,1.17518,1.17499,1.17506,2637.8,0.0
2020-10-14 16:45:00,EURUSD,1.17506,1.1751,1.17492,1.17494,3849.52,0.0
2020-10-14 16:50:00,EURUSD,1.17493,1.17496,1.1747,1.17485,1545.66,0.0
2020-10-14 16:55:00,EURUSD,1.17486,1.17513,1.17486,1.17513,2156.94,0.0
2020-10-14 17:00:00,EURUSD,1.17515,1.17559,1.17508,1.17559,3551.9801,0.0
2020-10-14 17:05:00,EURUSD,1.17559,1.17564,1.17541,1.17564,2607.62,0.0
2020-10-14 17:10:00,EURUSD,1.17563,1.17571,1.17552,1.1756,4040.890100000001,0.0
2020-10-14 17:15:00,EURUSD,1.1756,1.17561,1.17539,1.17544,3585.7200000000003,0.0
2020-10-14 17:20:00,EURUSD,1.17545,1.17546,1.17531,1.17532,2668.89,0.0
2020-10-14 17:25:00,EURUSD,1.17533,1.17541,1.1752,1.17527,2955.57,0.0
2020-10-14 17:30:00,EURUSD,1.17528,1.17534,1.17497,1.1751,3348.0199999999995,0.0
2020-10-14 17:35:00,EURUSD,1.17509,1.17525,1.17507,1.17518,2094.42,0.0
2020-10-14 17:40:00,EURUSD,1.17517,1.17522,1.17512,1.17513,1567.8199999999997,0.0
2020-10-14 17:45:00,EURUSD,1.17513,1.17535,1.17508,1.17529,2469.94,0.0
2020-10-14 17:50:00,EURUSD,1.17528,1.17554,1.17524,1.17554,3200.55,0.0
2020-10-14 17:55:00,EURUSD,1.17552,1.17561,1.17533,1.17541,4946.32,0.0
2020-10-14 18:00:00,EURUSD,1.1754,1.17541,1.1752,1.17527,4443.6,0.0
2020-10-14 18:05:00,EURUSD,1.17529,1.17543,1.17523,1.17532,2605.69,0.0
2020-10-14 18:10:00,EURUSD,1.17532,1.17532,1.175,1.17502,2061.31,0.0
2020-10-14 18:15:00,EURUSD,1.17502,1.17509,1.17489,1.17492,2619.05,0.0
2020-10-14 18:20:00,EURUSD,1.17493,1.17513,1.17477,1.17509,2675.34,0.0
2020-10-14 18:25:00,EURUSD,1.17507,1.1751,1.17486,1.17498,2339.0000000000005,0.0
2020-10-14 18:30:00,EURUSD,1.17498,1.17499,1.17462,1.17465,2720.2200000000003,0.0
2020-10-14 18:35:00,EURUSD,1.17465,1.17469,1.17438,1.17451,3447.74,0.0
2020-10-14 18:40:00,EURUSD,1.1745,1.17475,1.17443,1.1747,3452.32,0.0
2020-10-14 18:45:00,EURUSD,1.17472,1.17485,1.17464,1.17479,3051.66,0.0
2020-10-14 18:50:00,EURUSD,1.17478,1.17498,1.17478,1.17496,2850.27,0.0
2020-10-14 18:55:00,EURUSD,1.17495,1.17521,1.17493,1.17505,5699.7799,0.0
2020-10-14 19:00:00,EURUSD,1.17503,1.17536,1.175,1.17535,4523.18,0.0
2020-10-14 19:05:00,EURUSD,1.17535,1.17536,1.17514,1.17523,4373.1,0.0
2020-10-14 19:10:00,EURUSD,1.17524,1.17539,1.17506,1.17531,4838.08,0.0
2020-10-14 19:15:00,EURUSD,1.1753,1.17541,1.1752,1.17539,3454.41,0.0
2020-10-14 19:20:00,EURUSD,1.17538,1.17554,1.17527,1.17527,3532.72,0.0
2020-10-14 19:25:00,EURUSD,1.17528,1.17529,1.17512,1.17525,2226.5,0.0
2020-10-14 19:30:00,EURUSD,1.17525,1.17535,1.17515,1.17533,3114.49,0.0
2020-10-14 19:35:00,EURUSD,1.17533,1.17537,1.17513,1.17513,3452.82,0.0
2020-10-14 19:40:00,EURUSD,1.17513,1.17531,1.17512,1.17527,3285.379999999999,0.0
2020-10-14 19:45:00,EURUSD,1.17527,1.1753,1.17513,1.1753,2890.6400000000003,0.0
2020-10-14 19:50:00,EURUSD,1.17531,1.17545,1.17527,1.1753,3273.1,0.0
2020-10-14 19:55:00,EURUSD,1.1753,1.17549,1.17514,1.17515,4348.51,0.0
2020-10-14 20:00:00,EURUSD,1.17515,1.1753,1.17501,1.17504,2363.36,0.0
2020-10-14 20:05:00,EURUSD,1.17503,1.17516,1.17503,1.17505,1975.02,0.0
2020-10-14 20:10:00,EURUSD,1.17504,1.17504,1.17488,1.17492,2355.44,0.0
2020-10-14 20:15:00,EURUSD,1.17491,1.175,1.17486,1.17488,1969.04,0.0
2020-10-14 20:20:00,EURUSD,1.17488,1.17488,1.17468,1.1748,1561.24,0.0
2020-10-14 20:25:00,EURUSD,1.17481,1.17486,1.17474,1.17478,2026.02,0.0
2020-10-14 20:30:00,EURUSD,1.17479,1.1748,1.17459,1.1746,1365.11,0.0
2020-10-14 20:35:00,EURUSD,1.17462,1.17462,1.17444,1.17455,1799.41,0.0
2020-10-14 20:40:00,EURUSD,1.17456,1.17458,1.17443,1.17444,1798.51,0.0
2020-10-14 20:45:00,EURUSD,1.17445,1.17457,1.17445,1.17452,667.74,0.0
2020-10-14 20:50:00,EURUSD,1.17453,1.17469,1.17444,1.17466,1515.3200000000002,0.0
2020-10-14 20:55:00,EURUSD,1.17466,1.17467,1.1745,1.17452,940.13,0.0
2020-10-14 21:00:00,EURUSD,1.17452,1.17461,1.17452,1.17461,14.25,0.0
2020-10-14 21:05:00,EURUSD,1.17461,1.17501,1.17461,1.17491,45.66,0.0
2020-10-14 21:10:00,EURUSD,1.1749,1.17491,1.17461,1.17491,33.35,0.0
2020-10-14 21:15:00,EURUSD,1.1749,1.17497,1.17472,1.17488,111.67,0.0
2020-10-14 21:20:00,EURUSD,1.17483,1.17486,1.17483,1.17486,2.25,0.0
2020-10-14 21:25:00,EURUSD,1.17487,1.17487,1.17482,1.17482,9.0,0.0
2020-10-14 21:30:00,EURUSD,1.17483,1.17488,1.17465,1.17465,52.58,0.0
2020-10-14 21:35:00,EURUSD,1.17468,1.17481,1.17453,1.17457,101.57,0.0
2020-10-14 21:40:00,EURUSD,1.17457,1.17467,1.17454,1.17465,89.33999999999999,0.0
2020-10-14 21:45:00,EURUSD,1.17472,1.17478,1.17469,1.17475,122.98,0.0
2020-10-14 21:50:00,EURUSD,1.17473,1.17476,1.17467,1.1747,59.34,0.0
2020-10-14 21:55:00,EURUSD,1.1747,1.17481,1.17467,1.17472,94.62,0.0
2020-10-14 22:00:00,EURUSD,1.17472,1.17496,1.17472,1.17483,481.961,0.0
2020-10-14 22:05:00,EURUSD,1.17482,1.17491,1.17479,1.17484,192.57,0.0
2020-10-14 22:10:00,EURUSD,1.17483,1.17491,1.17479,1.17489,88.39,0.0
2020-10-14 22:15:00,EURUSD,1.1749,1.17499,1.17484,1.17497,1238.09,0.0
2020-10-14 22:20:00,EURUSD,1.17497,1.17506,1.17483,1.17485,782.78,0.0
2020-10-14 22:25:00,EURUSD,1.17487,1.17487,1.17474,1.17475,845.14,0.0
2020-10-14 22:30:00,EURUSD,1.17475,1.17479,1.17452,1.17459,568.31,0.0
2020-10-14 22:35:00,EURUSD,1.17458,1.17459,1.17429,1.17445,616.99,0.0
2020-10-14 22:40:00,EURUSD,1.17447,1.17448,1.17406,1.17411,1395.66,0.0
2020-10-14 22:45:00,EURUSD,1.17411,1.1744,1.17411,1.1743,174.24,0.0
2020-10-14 22:50:00,EURUSD,1.17428,1.17444,1.17422,1.17443,549.68,0.0
2020-10-14 22:55:00,EURUSD,1.17443,1.17443,1.1742,1.17425,877.6500000000001,0.0
2020-10-14 23:00:00,EURUSD,1.17427,1.17451,1.17427,1.17441,2667.92,0.0
2020-10-14 23:05:00,EURUSD,1.17441,1.17456,1.17439,1.1744,2223.92,0.0
2020-10-14 23:10:00,EURUSD,1.17441,1.17441,1.17426,1.17439,1346.9599999999998,0.0
2020-10-14 23:15:00,EURUSD,1.17439,1.17442,1.17431,1.1744,978.07,0.0
2020-10-14 23:20:00,EURUSD,1.1744,1.17447,1.17429,1.17442,1328.5700000000002,0.0
2020-10-14 23:25:00,EURUSD,1.17442,1.17444,1.1743,1.17441,634.1,0.0
2020-10-14 23:30:00,EURUSD,1.17442,1.17448,1.17438,1.17442,610.79,0.0
2020-10-14 23:35:00,EURUSD,1.17443,1.17447,1.17427,1.17428,1151.83,0.0
2020-10-14 23:40:00,EURUSD,1.17428,1.17432,1.17419,1.17423,1667.62,0.0
2020-10-14 23:45:00,EURUSD,1.17424,1.17446,1.17421,1.17443,1123.03,0.0
2020-10-14 23:50:00,EURUSD,1.17444,1.17448,1.17427,1.17427,2527.96,0.0
2020-10-14 23:55:00,EURUSD,1.17427,1.17447,1.17427,1.17447,612.4399999999999,0.0
2020-10-15 00:00:00,EURUSD,1.17444,1.17495,1.17444,1.17489,1636.3000000000002,0.0
2020-10-15 00:05:00,EURUSD,1.17489,1.17507,1.17474,1.17502,2086.19,0.0
2020-10-15 00:10:00,EURUSD,1.17503,1.17505,1.17488,1.17503,2515.82,0.0
2020-10-15 00:15:00,EURUSD,1.17505,1.17506,1.17477,1.17491,2561.8700000000003,0.0
2020-10-15 00:20:00,EURUSD,1.17491,1.17492,1.17463,1.17487,2387.32,0.0
2020-10-15 00:25:00,EURUSD,1.17487,1.17496,1.17476,1.17477,2076.96,0.0
2020-10-15 00:30:00,EURUSD,1.17477,1.17515,1.1746,1.17462,3014.04,0.0
2020-10-15 00:35:00,EURUSD,1.17462,1.17478,1.1746,1.17477,1763.7600000000002,0.0
2020-10-15 00:40:00,EURUSD,1.17478,1.17494,1.17478,1.17481,1906.81,0.0
2020-10-15 00:45:00,EURUSD,1.17481,1.17488,1.17463,1.1748,2133.6400000000003,0.0
2020-10-15 00:50:00,EURUSD,1.17479,1.175,1.17458,1.17461,4204.15,0.0
2020-10-15 00:55:00,EURUSD,1.17459,1.17507,1.17458,1.17478,4046.2299,0.0
2020-10-15 01:00:00,EURUSD,1.17479,1.17489,1.17452,1.17486,4328.900000000001,0.0
2020-10-15 01:05:00,EURUSD,1.17487,1.17523,1.17485,1.17522,2455.26,0.0
2020-10-15 01:10:00,EURUSD,1.17521,1.17529,1.17513,1.17523,3983.61,0.0
2020-10-15 01:15:00,EURUSD,1.17523,1.17558,1.17517,1.17558,5011.49,0.0
2020-10-15 01:20:00,EURUSD,1.17559,1.1756,1.17508,1.17523,5129.66,0.0
2020-10-15 01:25:00,EURUSD,1.17522,1.17524,1.17502,1.17518,2780.44,0.0
2020-10-15 01:30:00,EURUSD,1.17518,1.1752,1.17467,1.17473,3500.77,0.0
2020-10-15 01:35:00,EURUSD,1.17472,1.17481,1.17454,1.17468,3217.26,0.0
2020-10-15 01:40:00,EURUSD,1.17468,1.17494,1.17467,1.1748,3024.65,0.0
2020-10-15 01:45:00,EURUSD,1.17479,1.17484,1.17463,1.17469,3239.53,0.0
2020-10-15 01:50:00,EURUSD,1.17468,1.17495,1.17464,1.17491,3743.34,0.0
2020-10-15 01:55:00,EURUSD,1.17491,1.17535,1.17489,1.17535,4409.0,0.0
2020-10-15 02:00:00,EURUSD,1.17533,1.1754,1.17502,1.17508,3383.4700000000003,0.0
2020-10-15 02:05:00,EURUSD,1.17507,1.17518,1.17502,1.17511,2367.78,0.0
2020-10-15 02:10:00,EURUSD,1.17511,1.1753,1.175,1.17519,2492.19,0.0
2020-10-15 02:15:00,EURUSD,1.17519,1.17521,1.175,1.17508,2845.01,0.0
2020-10-15 02:20:00,EURUSD,1.17508,1.1752,1.17501,1.17513,2058.51,0.0
2020-10-15 02:25:00,EURUSD,1.17513,1.17516,1.17499,1.17501,2046.28,0.0
2020-10-15 02:30:00,EURUSD,1.175,1.17524,1.17493,1.17517,1970.31,0.0
2020-10-15 02:35:00,EURUSD,1.17519,1.17535,1.17514,1.17517,2300.19,0.0
2020-10-15 02:40:00,EURUSD,1.17516,1.17528,1.17507,1.17523,1153.48,0.0
2020-10-15 02:45:00,EURUSD,1.17521,1.17534,1.17506,1.17507,3303.29,0.0
2020-10-15 02:50:00,EURUSD,1.17507,1.17507,1.17429,1.17434,5113.12,0.0
2020-10-15 02:55:00,EURUSD,1.17433,1.17457,1.17432,1.17437,4141.860000000001,0.0
2020-10-15 03:00:00,EURUSD,1.17436,1.17465,1.17432,1.17457,2260.88,0.0
2020-10-15 03:05:00,EURUSD,1.17455,1.17491,1.17454,1.1749,2377.63,0.0
2020-10-15 03:10:00,EURUSD,1.17491,1.17494,1.17479,1.17491,2228.67,0.0
2020-10-15 03:15:00,EURUSD,1.17492,1.17502,1.17489,1.17498,3103.1,0.0
2020-10-15 03:20:00,EURUSD,1.17499,1.17505,1.17492,1.17492,2543.8500000000004,0.0
2020-10-15 03:25:00,EURUSD,1.17493,1.17504,1.17482,1.17497,2002.06,0.0
2020-10-15 03:30:00,EURUSD,1.17497,1.17498,1.17482,1.17498,1704.98,0.0
2020-10-15 03:35:00,EURUSD,1.17498,1.17503,1.17488,1.17488,1684.79,0.0
2020-10-15 03:40:00,EURUSD,1.17488,1.17489,1.17472,1.17483,1847.73,0.0
2020-10-15 03:45:00,EURUSD,1.17486,1.17496,1.1748,1.17484,1811.57,0.0
2020-10-15 03:50:00,EURUSD,1.17486,1.17495,1.17482,1.17488,2139.99,0.0
2020-10-15 03:55:00,EURUSD,1.17489,1.17496,1.17484,1.17494,1719.7600000000002,0.0
2020-10-15 04:00:00,EURUSD,1.17494,1.17499,1.1749,1.17494,2559.1,0.0
2020-10-15 04:05:00,EURUSD,1.17493,1.17494,1.17481,1.17489,1679.36,0.0
2020-10-15 04:10:00,EURUSD,1.1749,1.17499,1.17472,1.17477,1829.55,0.0
2020-10-15 04:15:00,EURUSD,1.17477,1.17486,1.1747,1.1747,2097.12,0.0
2020-10-15 04:20:00,EURUSD,1.17471,1.17483,1.1747,1.17474,1626.2399999999998,0.0
2020-10-15 04:25:00,EURUSD,1.17476,1.17497,1.17476,1.17489,1974.35,0.0
2020-10-15 04:30:00,EURUSD,1.17489,1.17498,1.17488,1.17492,2293.49,0.0
2020-10-15 04:35:00,EURUSD,1.17492,1.17507,1.17492,1.17498,1555.4399999999998,0.0
2020-10-15 04:40:00,EURUSD,1.17499,1.17513,1.17499,1.1751,1868.1700000000003,-0.1900000000000945
2020-10-15 04:45:00,EURUSD,1.1751,1.17517,1.17505,1.17514,866.4499999999999,-0.13000000000014553
2020-10-15 04:50:00,EURUSD,1.17513,1.17519,1.17509,1.17514,1825.7,-0.09000000000010552
2020-10-15 04:55:00,EURUSD,1.17514,1.17536,1.17512,1.17522,2220.9700000000003,-0.060000000000131025
2020-10-15 05:00:00,EURUSD,1.17522,1.17534,1.17513,1.17528,3976.16,-0.05000000000006551
2020-10-15 05:05:00,EURUSD,1.1753,1.17545,1.17525,1.17529,3432.31,0.06999999999983245
2020-10-15 05:10:00,EURUSD,1.17528,1.1754,1.17525,1.17536,2370.98,0.06999999999983245
2020-10-15 05:15:00,EURUSD,1.17537,1.17548,1.17528,1.17545,2044.85,0.10000000000002898
2020-10-15 05:20:00,EURUSD,1.17545,1.17546,1.17532,1.17543,2449.99,0.13999999999984694
2020-10-15 05:25:00,EURUSD,1.17543,1.17547,1.17537,1.17544,1875.79,0.18999999999995246
2020-10-15 05:30:00,EURUSD,1.17544,1.17545,1.17533,1.17538,1632.71,0.14999999999991245
2020-10-15 05:35:00,EURUSD,1.17538,1.17554,1.17538,1.17554,1744.38,0.20000000000001797
2020-10-15 05:40:00,EURUSD,1.17554,1.17559,1.17549,1.17555,1869.82,0.30999999999985045
2020-10-15 05:45:00,EURUSD,1.17555,1.17578,1.17553,1.17564,2199.06,0.34999999999989045
2020-10-15 05:50:00,EURUSD,1.17564,1.17565,1.17555,1.17557,1507.0499999999995,0.3700000000000215
2020-10-15 05:55:00,EURUSD,1.17556,1.17559,1.1754,1.17547,2429.73,0.21999999999992695
2020-10-15 06:00:00,EURUSD,1.17547,1.17547,1.17501,1.17539,5393.0801,-0.16999999999996349
2020-10-15 06:05:00,EURUSD,1.17538,1.17545,1.17515,1.17519,4478.77,-0.030000000000156533
2020-10-15 06:10:00,EURUSD,1.17519,1.1753,1.17503,1.17509,4871.85,-0.1500000000000545
2020-10-15 06:15:00,EURUSD,1.17508,1.17514,1.17466,1.1747,7337.5801,-0.520000000000036
2020-10-15 06:20:00,EURUSD,1.17469,1.17499,1.17467,1.17495,5011.360000000001,-0.5099999999999705
2020-10-15 06:25:00,EURUSD,1.17492,1.17501,1.17472,1.17483,3778.04,-0.46000000000008695
2020-10-15 06:30:00,EURUSD,1.17482,1.1749,1.17445,1.17452,5319.100100000001,-0.7300000000000795
2020-10-15 06:35:00,EURUSD,1.17454,1.17455,1.17428,1.17428,4584.95,-0.900000000000083
2020-10-15 06:40:00,EURUSD,1.17427,1.17441,1.17412,1.17438,4044.48,-1.060000000000021
2020-10-15 06:45:00,EURUSD,1.17438,1.17438,1.17364,1.17377,4738.7098000000005,-1.5400000000000569
2020-10-15 06:50:00,EURUSD,1.17376,1.1742,1.17372,1.17419,5760.38,-1.4599999999999769
2020-10-15 06:55:00,EURUSD,1.17418,1.17425,1.17352,1.17367,6202.8099,-1.660000000000177
