datetime,symbol,open,high,low,close,volume,floating_profit
2020-10-14 08:05:00,EURUSD,1.1744,1.17446,1.17404,1.17407,6584.5599,0.0
2020-10-14 08:10:00,EURUSD,1.17407,1.17424,1.17368,1.17376,6131.849999999999,0.0
2020-10-14 08:15:00,EURUSD,1.17375,1.17424,1.17375,1.17411,6511.83,0.0
2020-10-14 08:20:00,EURUSD,1.17412,1.1743,1.17398,1.17415,5858.740100000001,0.0
2020-10-14 08:25:00,EURUSD,1.17415,1.17453,1.17396,1.17453,6695.360000000001,0.0
2020-10-14 08:30:00,EURUSD,1.17454,1.17536,1.17445,1.17496,9785.63,0.0
2020-10-14 08:35:00,EURUSD,1.17496,1.17521,1.17473,1.17479,6662.63,0.0
2020-10-14 08:40:00,EURUSD,1.17478,1.17486,1.17444,1.17458,5461.990100000001,0.0
2020-10-14 08:45:00,EURUSD,1.17459,1.17484,1.1743,1.17435,7329.7901,0.0
2020-10-14 08:50:00,EURUSD,1.17435,1.17461,1.17415,1.17423,6094.07,0.0
2020-10-14 08:55:00,EURUSD,1.17424,1.17425,1.17381,1.17404,6759.9899000000005,0.0
2020-10-14 09:00:00,EURUSD,1.17403,1.17458,1.17375,1.17412,11659.6203,0.0
2020-10-14 09:05:00,EURUSD,1.17414,1.17414,1.17315,1.1733,8523.0298,0.0
2020-10-14 09:10:00,EURUSD,1.17331,1.17349,1.17245,1.17281,9693.6601,0.0
2020-10-14 09:15:00,EURUSD,1.17282,1.17315,1.1727,1.17293,9698.0102,0.0
2020-10-14 09:20:00,EURUSD,1.17292,1.17307,1.1728,1.17293,7465.29,0.0
2020-10-14 09:25:00,EURUSD,1.17293,1.17319,1.17281,1.17281,7209.19,0.0
2020-10-14 09:30:00,EURUSD,1.17282,1.17307,1.17261,1.17262,6839.66,0.0
2020-10-14 09:35:00,EURUSD,1.17263,1.17265,1.172,1.17215,6127.370000000001,0.0
2020-10-14 09:40:00,EURUSD,1.17216,1.1724,1.17203,1.17208,7434.19,0.0
2020-10-14 09:45:00,EURUSD,1.17208,1.17252,1.17199,1.17246,5107.9701000000005,0.0
2020-10-14 09:50:00,EURUSD,1.17247,1.17278,1.17246,1.17274,6911.32,0.0
2020-10-14 09:55:00,EURUSD,1.17272,1.17313,1.17259,1.17297,7332.16,0.0
2020-10-14 10:00:00,EURUSD,1.17298,1.17346,1.17298,1.17341,6413.3301,0.0
2020-10-14 10:05:00,EURUSD,1.17341,1.17345,1.17306,1.17315,6335.25,-0.28000000000001796
2020-10-14 10:10:00,EURUSD,1.17314,1.17322,1.17272,1.17288,6472.429700000001,-0.04999999999984347
2020-10-14 10:15:00,EURUSD,1.17286,1.17312,1.1728,1.17293,5387.269899999999,0.05000000000014552
2020-10-14 10:20:00,EURUSD,1.17294,1.17331,1.17293,1.1733,4848.1702,-0.139999999999989
2020-10-14 10:25:00,EURUSD,1.1733,1.17366,1.17311,1.17366,6465.129999999999,-0.5999999999998539
2020-10-14 10:30:00,EURUSD,1.17366,1.17367,1.17325,1.17354,7955.09,-0.6199999999999849
2020-10-14 10:35:00,EURUSD,1.17354,1.17357,1.17334,1.1734,6114.3599,-0.4200000000000069
2020-10-14 10:40:00,EURUSD,1.17341,1.17362,1.17327,1.17344,4943.62,-0.520000000000218
2020-10-14 10:45:00,EURUSD,1.17343,1.17376,1.17343,1.17355,6116.0902,-0.799999999999832
2020-10-14 10:50:00,EURUSD,1.17354,1.17393,1.17352,1.17368,6555.22,-1.139999999999839
2020-10-14 10:55:00,EURUSD,1.17369,1.1737,1.17336,1.17341,5973.9899,-0.679999999999934
2020-10-14 11:00:00,EURUSD,1.17344,1.17371,1.1734,1.17343,5197.33,-0.700000000000065
2020-10-14 11:05:00,EURUSD,1.17342,1.17393,1.1734,1.17388,3295.12,-1.139999999999839
2020-10-14 11:10:00,EURUSD,1.17389,1.17427,1.17386,1.17425,5475.6201,-1.8199999999998528
2020-10-14 11:15:00,EURUSD,1.17426,1.17426,1.17389,1.1739,5237.12,-1.800000000000166
2020-10-14 11:20:00,EURUSD,1.17391,1.1744,1.17391,1.17439,5747.27,-2.080000000000224
2020-10-14 11:25:00,EURUSD,1.1744,1.1744,1.17404,1.17431,6262.6298,-2.080000000000224
2020-10-14 11:30:00,EURUSD,1.1743,1.17432,1.17397,1.17399,4102.33,-1.9200000000000639
2020-10-14 11:35:00,EURUSD,1.174,1.17447,1.17399,1.1744,6111.16,-2.219999999999809
2020-10-14 11:40:00,EURUSD,1.17439,1.17446,1.17427,1.17427,5987.2799,-2.340000000000111
2020-10-14 11:45:00,EURUSD,1.17428,1.17444,1.17421,1.1743,5686.05,-2.279999999999718
2020-10-14 11:50:00,EURUSD,1.1743,1.17436,1.17418,1.17425,4818.74,-2.040000000000144
2020-10-14 11:55:00,EURUSD,1.17424,1.17491,1.17424,1.17485,4968.4401,-3.689999999999629
2020-10-14 12:00:00,EURUSD,1.17486,1.17494,1.17448,1.17463,6577.4101,-3.7800000000002187
2020-10-14 12:05:00,EURUSD,1.17463,1.17502,1.17455,1.175,5325.58,-4.139999999999651
2020-10-14 12:10:00,EURUSD,1.17498,1.17506,1.17485,1.17498,4648.980100000001,-4.299999999999811
2020-10-14 12:15:00,EURUSD,1.17498,1.17579,1.17487,1.17543,6195.5899,-7.839999999999203
2020-10-14 12:20:00,EURUSD,1.17545,1.17556,1.1752,1.1754,5548.04,-6.689999999999441
2020-10-14 12:25:00,EURUSD,1.17539,1.17592,1.17539,1.17584,4533.349999999999,-8.49000000000013
2020-10-14 12:30:00,EURUSD,1.17583,1.17642,1.17565,1.17607,7804.4101,-10.989999999999856
2020-10-14 12:35:00,EURUSD,1.17606,1.17653,1.17601,1.17618,7052.43,-1.5300000000001734
2020-10-14 12:40:00,EURUSD,1.17619,1.17669,1.17612,1.17669,6526.74,-1.8500000000000494
2020-10-14 12:45:00,EURUSD,1.17669,1.1769,1.1765,1.17655,5453.68,-2.2700000000001364
2020-10-14 12:50:00,EURUSD,1.17655,1.17665,1.17616,1.17626,5621.58,-1.7699999999999694
2020-10-14 12:55:00,EURUSD,1.17627,1.17649,1.17609,1.17612,5428.64,-1.4500000000000934
2020-10-14 13:00:00,EURUSD,1.17612,1.17639,1.1758,1.17591,5311.700099999999,-1.2500000000001155
2020-10-14 13:05:00,EURUSD,1.17591,1.176,1.17569,1.1757,3930.5,-0.46999999999989045
2020-10-14 13:10:00,EURUSD,1.17571,1.17579,1.17552,1.17578,4454.0099,-0.6199999999998029
2020-10-14 13:15:00,EURUSD,1.1758,1.17628,1.17574,1.17604,4802.56,-1.1099999999999044
2020-10-14 13:20:00,EURUSD,1.17604,1.17629,1.17597,1.17613,4678.59,-1.11999999999997
2020-10-14 13:25:00,EURUSD,1.17615,1.17616,1.17587,1.17606,3078.76,-0.9900000000000064
2020-10-14 13:30:00,EURUSD,1.17606,1.17607,1.17527,1.17563,6031.9601,-0.8999999999998609
2020-10-14 13:35:00,EURUSD,1.17563,1.17568,1.17531,1.17545,4903.75,-0.5099999999999705
2020-10-14 13:40:00,EURUSD,1.17545,1.17616,1.17545,1.17615,4728.34,-0.9900000000000064
2020-10-14 13:45:00,EURUSD,1.17615,1.17628,1.17602,1.17628,4219.92,-1.1099999999999044
2020-10-14 13:50:00,EURUSD,1.17627,1.17647,1.17621,1.17635,3180.5,-1.2999999999998169
2020-10-14 13:55:00,EURUSD,1.17634,1.17638,1.17606,1.17612,5351.91,-1.2099999999998934
2020-10-14 14:00:00,EURUSD,1.17613,1.17646,1.17595,1.1764,5178.3801,-1.2899999999999734
2020-10-14 14:05:00,EURUSD,1.17639,1.17647,1.17618,1.17628,5374.73,-1.2999999999998169
2020-10-14 14:10:00,EURUSD,1.1763,1.17641,1.17623,1.17627,3182.76,-1.2399999999998679
2020-10-14 14:15:00,EURUSD,1.17627,1.17651,1.176,1.176,5352.14,-1.3399999999998569
2020-10-14 14:20:00,EURUSD,1.176,1.17631,1.17593,1.1763,3995.8,-1.1399999999998789
2020-10-14 14:25:00,EURUSD,1.17631,1.17636,1.17571,1.17578,5682.070000000001,-1.1899999999999844
2020-10-14 14:30:00,EURUSD,1.17578,1.17593,1.17564,1.1759,5408.76,-0.7599999999998319
2020-10-14 14:35:00,EURUSD,1.17589,1.17659,1.17586,1.17659,6756.5101,-1.4199999999999369
2020-10-14 14:40:00,EURUSD,1.17657,1.17675,1.17632,1.17675,6096.49,-2.0699999999998306
2020-10-14 14:45:00,EURUSD,1.17674,1.1771,1.17663,1.1768,7896.5199,-3.570000000000186
2020-10-14 14:50:00,EURUSD,1.17679,1.17694,1.17639,1.1768,6867.9999,-2.770000000000496
2020-10-14 14:55:00,EURUSD,1.17679,1.17679,1.17579,1.17583,9910.4801,-2.020000000000024
2020-10-14 15:00:00,EURUSD,1.17585,1.17625,1.17576,1.17621,7848.839999999999,-1.07999999999993
2020-10-14 15:05:00,EURUSD,1.17622,1.17677,1.17622,1.17672,5768.24,-1.8100000000000094
2020-10-14 15:10:00,EURUSD,1.17671,1.17677,1.17648,1.17655,3539.6600000000003,-1.8100000000000094
2020-10-14 15:15:00,EURUSD,1.17653,1.17665,1.17631,1.17657,3615.14,-1.5699999999997694
2020-10-14 15:20:00,EURUSD,1.17658,1.17658,1.17608,1.17609,3731.81,-1.4299999999997404
2020-10-14 15:25:00,EURUSD,1.17611,1.17624,1.17597,1.17608,2959.3099999999995,-0.7499999999997264
2020-10-14 15:30:00,EURUSD,1.17608,1.17617,1.17576,1.17577,4901.1999,-0.9999999999998499
2020-10-14 15:35:00,EURUSD,1.17577,1.17608,1.17577,1.17593,4520.62,0.0
2020-10-14 15:40:00,EURUSD,1.17592,1.17629,1.17587,1.1761,4974.799999999999,0.0
2020-10-14 15:45:00,EURUSD,1.17609,1.1762,1.17572,1.17583,5997.9400000000005,0.0
2020-10-14 15:50:00,EURUSD,1.17582,1.17598,1.1756,1.17563,4815.0201,0.0
2020-10-14 15:55:00,EURUSD,1.17564,1.17574,1.17531,1.1754,5000.63,0.0
2020-10-14 16:00:00,EURUSD,1.17539,1.17577,1.17537,1.1756,5201.5499,0.0
2020-10-14 16:05:00,EURUSD,1.17559,1.17595,1.17559,1.17592,3164.25,0.0
2020-10-14 16:10:00,EURUSD,1.17592,1.17595,1.17563,1.1757,3160.53,0.0
2020-10-14 16:15:00,EURUSD,1.17569,1.17571,1.17514,1.17514,4467.7699,0.0
2020-10-14 16:20:00,EURUSD,1.17514,1.1752,1.17454,1.17463,5693.1499,0.0
2020-10-14 16:25:00,EURUSD,1.17462,1.1749,1.17456,1.17485,2984.59,0.0
2020-10-14 16:30:00,EURUSD,1.17486,1.17502,1.17477,1.17494,4563.0101,0.0
2020-10-14 16:35:00,EURUSD,1.17495,1.17521,1.17493,1.17504,4594.8101,0.0
